Nama_Lokasi,Jam_Login,Nama,Email,No_Telp,Tahun_Lahir,Merek_HP,Digital_Interest,Location_Type,Usia,Jam_Login_Rounded
Coffee Toffee,03:02,Jabal,Jabal@google.com,8740958675,1989-09-16,apple,sport,Social,33.0,3
Stuja Coffee,23:31,Elvina,Elvina@google.com,8556961266,1976-03-17,xiaomi,entertainment,Social,47.0,0
SMA N 27 Jakarta,14:03,Gina,Gina@google.com,8214918129,1986-05-15,xiaomi,music,Goes to School,37.0,14
Stuja Coffee,07:08,Fathonah,Fathonah@google.com,8736725575,1985-12-17,apple,entertainment,Social,37.0,7
Tang City Mall,04:34,Nugraha,Nugraha@google.com,8516494785,1970-07-16,oppo,cooking,Free,52.0,5
Foresthree Coffee,01:35,Jumari,Jumari@google.com,8426237268,1978-04-12,xiaomi,sport,Social,45.0,2
Jogja City Mall,03:18,Eva,Eva@google.com,8781116571,1978-07-31,apple,beauty,Free,44.0,3
Jogja City Mall,18:49,Rosman,Rosman@google.com,8113861272,1962-11-08,oppo,sport,Free,60.0,19
SMA N 47 Jakarta,09:49,Warsa,Warsa@google.com,8249288549,1967-06-13,samsung,beauty,Goes to School,56.0,10
Coffee Toffee,03:48,Padma,Padma@google.com,8996955143,1963-05-26,vivo,sport,Social,60.0,4
SMA N 28 Jakarta,01:51,Adika,Adika@google.com,8092752553,1993-12-06,xiaomi,cooking,Goes to School,29.0,2
Grand Metropolitan Mall,10:37,Dimaz,Dimaz@google.com,8726880650,1988-07-26,apple,music,Free,34.0,11
Stuja Coffee,00:40,Mulyanto,Mulyanto@google.com,8851949786,1964-08-18,xiaomi,sport,Social,58.0,1
SMA N 27 Jakarta,22:11,Mulyanto,Mulyanto@google.com,8974770611,1989-06-23,xiaomi,entertainment,Goes to School,33.0,22
Stuja Coffee,11:48,Dasa,Dasa@google.com,8020251514,1988-01-17,xiaomi,art,Social,35.0,12
Jogja City Mall,01:52,Ghani,Ghani@google.com,8106915386,1994-05-14,xiaomi,art,Free,29.0,2
Coffee Toffee,18:29,Sarah,Sarah@google.com,8096095979,2003-06-23,vivo,cooking,Social,19.0,18
SMA N 27 Jakarta,03:42,Ayu,Ayu@google.com,8266774873,1963-08-24,vivo,science,Goes to School,59.0,4
SMA N 28 Jakarta,10:06,Putri,Putri@google.com,8268723975,1984-12-30,oppo,beauty,Goes to School,38.0,10
Tang City Mall,17:59,Sidiq,Sidiq@google.com,8091453173,1974-06-03,vivo,music,Free,49.0,18
Foresthree Coffee,18:55,Ulva,Ulva@google.com,8183858315,2003-03-30,samsung,cooking,Social,20.0,19
SMA N 28 Jakarta,10:09,Wadi,Wadi@google.com,8996290689,1978-10-23,oppo,beauty,Goes to School,44.0,10
Coffee Toffee,01:54,Pardi,Pardi@google.com,8645187020,1982-08-13,samsung,cooking,Social,40.0,2
SMA N 27 Jakarta,05:18,Banara,Banara@google.com,8845295563,1997-08-26,xiaomi,art,Goes to School,25.0,5
Jogja City Mall,13:31,Ulva,Ulva@google.com,8615816920,1984-01-08,oppo,science,Free,39.0,14
Foresthree Coffee,01:58,Rudi,Rudi@google.com,8107082435,1974-02-03,apple,cooking,Social,49.0,2
SMA N 47 Jakarta,10:40,Putri,Putri@google.com,8144546455,2004-05-21,xiaomi,music,Goes to School,19.0,11
Coffee Toffee,18:45,Irfan,Irfan@google.com,8280554138,1991-05-12,xiaomi,entertainment,Social,32.0,19
Coffee Toffee,08:01,Yance,Yance@google.com,8644790983,1982-01-19,vivo,tech,Social,41.0,8
Jogja City Mall,16:43,Maman,Maman@google.com,8588778822,1989-12-23,apple,entertainment,Free,33.0,17
Grand Metropolitan Mall,05:29,Nasab,Nasab@google.com,8673057740,2005-08-02,oppo,sport,Free,17.0,5
SMA N 47 Jakarta,22:43,Olivia,Olivia@google.com,8908714642,2000-01-27,oppo,tech,Goes to School,23.0,23
Stuja Coffee,08:39,Prima,Prima@google.com,8888598728,2005-05-03,samsung,music,Social,18.0,9
SMA N 47 Jakarta,06:27,Padmi,Padmi@google.com,8569165059,1990-07-14,xiaomi,cooking,Goes to School,32.0,6
SMA N 27 Jakarta,21:41,Bakti,Bakti@google.com,8683489845,1985-04-02,oppo,art,Goes to School,38.0,22
SMA N 47 Jakarta,07:36,Tirtayasa,Tirtayasa@google.com,8782746127,1991-06-12,xiaomi,games,Goes to School,32.0,8
Jogja City Mall,10:50,Dinda,Dinda@google.com,8537705761,2002-11-30,xiaomi,science,Free,20.0,11
SMA N 27 Jakarta,18:55,Rama,Rama@google.com,8785286132,1984-10-10,samsung,music,Goes to School,38.0,19
Coffee Toffee,08:04,Timbul,Timbul@google.com,8535124645,1998-02-07,apple,games,Social,25.0,8
SMA N 28 Jakarta,19:00,Eli,Eli@google.com,8838376338,1999-08-12,apple,sport,Goes to School,23.0,19
Foresthree Coffee,13:17,Irfan,Irfan@google.com,8971820842,1963-08-04,xiaomi,entertainment,Social,59.0,13
Coffee Toffee,18:20,Balijan,Balijan@google.com,8896012077,2001-04-21,apple,sport,Social,22.0,18
Foresthree Coffee,02:58,Dewi,Dewi@google.com,8240066264,1986-01-12,apple,beauty,Social,37.0,3
SMA N 27 Jakarta,15:19,Salimah,Salimah@google.com,8469999332,2004-11-21,oppo,cooking,Goes to School,18.0,15
Foresthree Coffee,13:15,Cakrawala,Cakrawala@google.com,8194179277,1988-09-20,apple,sport,Social,34.0,13
SMA N 47 Jakarta,13:45,Puji,Puji@google.com,8260568758,1984-09-27,vivo,music,Goes to School,38.0,14
Stuja Coffee,20:46,Baktiono,Baktiono@google.com,8754697618,1990-07-21,samsung,science,Social,32.0,21
SMA N 27 Jakarta,16:16,Ganep,Ganep@google.com,8381870696,1985-11-26,apple,beauty,Goes to School,37.0,16
Foresthree Coffee,09:33,Reksa,Reksa@google.com,8125560578,1970-05-03,oppo,tech,Social,53.0,10
Foresthree Coffee,18:26,Calista,Calista@google.com,8006739014,2004-11-16,xiaomi,cooking,Social,18.0,18
Stuja Coffee,09:45,Michelle,Michelle@google.com,8158995724,1990-01-09,xiaomi,games,Social,33.0,10
SMA N 47 Jakarta,15:27,Lukman,Lukman@google.com,8634268592,1966-04-03,oppo,cooking,Goes to School,57.0,15
Stuja Coffee,06:14,Enteng,Enteng@google.com,8374010501,1980-01-09,apple,games,Social,43.0,6
SMA N 28 Jakarta,15:42,Jarwa,Jarwa@google.com,8277003424,1987-08-14,vivo,beauty,Goes to School,35.0,16
SMA N 28 Jakarta,06:07,Kurnia,Kurnia@google.com,8839146565,1994-11-14,xiaomi,entertainment,Goes to School,28.0,6
Tang City Mall,02:50,Galak,Galak@google.com,8947175452,1964-02-23,xiaomi,music,Free,59.0,3
SMA N 28 Jakarta,03:49,Rizki,Rizki@google.com,8094075497,2000-12-02,samsung,tech,Goes to School,22.0,4
Grand Metropolitan Mall,14:06,Kacung,Kacung@google.com,8480480390,1974-01-10,samsung,cooking,Free,49.0,14
Coffee Toffee,04:27,Lasmanto,Lasmanto@google.com,8976500902,1984-06-18,xiaomi,science,Social,39.0,4
Jogja City Mall,08:36,Zamira,Zamira@google.com,8901872155,1974-02-13,samsung,entertainment,Free,49.0,9
Stuja Coffee,19:42,Jayadi,Jayadi@google.com,8982631470,1988-11-20,xiaomi,art,Social,34.0,20
SMA N 47 Jakarta,08:33,Tri,Tri@google.com,8746309143,1962-07-05,apple,tech,Goes to School,60.0,9
SMA N 28 Jakarta,14:26,Garang,Garang@google.com,8293696659,1965-07-08,samsung,beauty,Goes to School,57.0,14
Coffee Toffee,11:34,Melinda,Melinda@google.com,8146368162,1967-12-11,xiaomi,tech,Social,55.0,12
SMA N 27 Jakarta,21:46,Candra,Candra@google.com,8755667328,1994-09-24,apple,science,Goes to School,28.0,22
SMA N 27 Jakarta,04:42,Darimin,Darimin@google.com,8300655179,1996-03-17,vivo,beauty,Goes to School,27.0,5
Tang City Mall,14:43,Warsita,Warsita@google.com,8612714469,1999-10-22,apple,science,Free,23.0,15
Coffee Toffee,17:24,Jelita,Jelita@google.com,8694580646,2002-09-17,vivo,entertainment,Social,20.0,17
Coffee Toffee,08:43,Dina,Dina@google.com,8718571476,2001-04-17,vivo,science,Social,22.0,9
Stuja Coffee,08:19,Padmi,Padmi@google.com,8830268010,1992-09-22,oppo,games,Social,30.0,8
Foresthree Coffee,08:23,Citra,Citra@google.com,8099204362,2002-09-07,vivo,art,Social,20.0,8
Foresthree Coffee,01:48,Paramita,Paramita@google.com,8157504982,2003-03-14,xiaomi,cooking,Social,20.0,2
SMA N 27 Jakarta,15:37,Agus,Agus@google.com,8462092169,1963-05-12,xiaomi,science,Goes to School,60.0,16
SMA N 27 Jakarta,21:52,Ilsa,Ilsa@google.com,8345895080,1969-05-08,vivo,music,Goes to School,54.0,22
Coffee Toffee,15:01,Ina,Ina@google.com,8863258237,2004-02-10,apple,games,Social,19.0,15
SMA N 27 Jakarta,08:10,Martani,Martani@google.com,8925637131,1969-05-31,vivo,entertainment,Goes to School,54.0,8
Foresthree Coffee,06:28,Chandra,Chandra@google.com,8452789525,1972-11-28,xiaomi,sport,Social,50.0,6
SMA N 27 Jakarta,18:30,Dalimin,Dalimin@google.com,8249596983,1975-04-19,samsung,science,Goes to School,48.0,18
Jogja City Mall,19:46,Saiful,Saiful@google.com,8275180339,1974-06-28,oppo,art,Free,48.0,20
Tang City Mall,18:44,Artawan,Artawan@google.com,8150844000,1983-08-28,vivo,music,Free,39.0,19
SMA N 28 Jakarta,06:24,Sabar,Sabar@google.com,8123083058,1999-02-12,vivo,games,Goes to School,24.0,6
SMA N 28 Jakarta,02:55,Unggul,Unggul@google.com,8146116773,1970-12-05,oppo,science,Goes to School,52.0,3
Foresthree Coffee,11:41,Bala,Bala@google.com,8599431097,1966-01-13,oppo,art,Social,57.0,12
Foresthree Coffee,08:18,Umay,Umay@google.com,8516927403,1986-09-22,samsung,games,Social,36.0,8
SMA N 27 Jakarta,06:38,Sabar,Sabar@google.com,8377250602,1987-11-21,apple,cooking,Goes to School,35.0,7
Tang City Mall,19:15,Zalindra,Zalindra@google.com,8359420317,1998-02-17,apple,music,Free,25.0,19
Grand Metropolitan Mall,23:45,Farah,Farah@google.com,8279175430,1986-07-27,apple,tech,Free,36.0,0
Stuja Coffee,09:12,Sari,Sari@google.com,8543176571,1963-05-05,vivo,cooking,Social,60.0,9
Stuja Coffee,23:32,Makara,Makara@google.com,8076287443,1989-06-29,apple,sport,Social,33.0,0
Jogja City Mall,07:16,Karen,Karen@google.com,8092961683,1963-06-14,xiaomi,entertainment,Free,60.0,7
Coffee Toffee,08:48,Setya,Setya@google.com,8044874167,2007-03-04,apple,entertainment,Social,16.0,9
Tang City Mall,08:43,Teguh,Teguh@google.com,8075065284,1983-10-08,vivo,entertainment,Free,39.0,9
SMA N 27 Jakarta,01:49,Tugiman,Tugiman@google.com,8406692188,1987-07-22,apple,art,Goes to School,35.0,2
SMA N 27 Jakarta,20:41,Vanya,Vanya@google.com,8028952524,1985-04-22,vivo,beauty,Goes to School,38.0,21
Jogja City Mall,03:39,Karna,Karna@google.com,8174202723,1998-05-21,samsung,sport,Free,25.0,4
Coffee Toffee,18:02,Damu,Damu@google.com,8691936357,1963-12-10,vivo,music,Social,59.0,18
SMA N 28 Jakarta,10:15,Tina,Tina@google.com,8340368918,2002-01-06,oppo,beauty,Goes to School,21.0,10
Tang City Mall,07:20,Nyoman,Nyoman@google.com,8405536528,1975-09-01,oppo,music,Free,47.0,7
Coffee Toffee,16:17,Margana,Margana@google.com,8275547976,1995-03-05,apple,entertainment,Social,28.0,16
Grand Metropolitan Mall,00:15,Kanda,Kanda@google.com,8054554497,1963-11-21,samsung,music,Free,59.0,0
Grand Metropolitan Mall,15:28,Maras,Maras@google.com,8209425778,1990-03-23,vivo,tech,Free,33.0,15
Tang City Mall,13:18,Zamira,Zamira@google.com,8913105092,1981-07-24,xiaomi,science,Free,41.0,13
Grand Metropolitan Mall,17:29,Ophelia,Ophelia@google.com,8561440920,1985-12-16,samsung,sport,Free,37.0,17
Tang City Mall,03:09,Puspa,Puspa@google.com,8786774328,1992-03-28,oppo,cooking,Free,31.0,3
Tang City Mall,20:05,Imam,Imam@google.com,8629456893,1964-05-22,xiaomi,cooking,Free,59.0,20
Coffee Toffee,01:32,Lembah,Lembah@google.com,8819582663,1979-11-24,xiaomi,beauty,Social,43.0,2
Foresthree Coffee,00:22,Danuja,Danuja@google.com,8161954788,1975-10-05,samsung,games,Social,47.0,0
Stuja Coffee,20:07,Sidiq,Sidiq@google.com,8789536965,1988-07-29,vivo,entertainment,Social,34.0,20
Coffee Toffee,22:26,Sadina,Sadina@google.com,8815503751,1988-05-18,vivo,science,Social,35.0,22
Coffee Toffee,06:01,Paiman,Paiman@google.com,8160641010,1994-08-22,apple,music,Social,28.0,6
SMA N 28 Jakarta,16:34,Janet,Janet@google.com,8522649855,2006-05-12,apple,tech,Goes to School,17.0,17
SMA N 28 Jakarta,21:46,Irfan,Irfan@google.com,8330741933,1973-05-09,apple,games,Goes to School,50.0,22
Grand Metropolitan Mall,01:10,Surya,Surya@google.com,8936555804,1995-07-23,xiaomi,cooking,Free,27.0,1
Jogja City Mall,12:59,Kenzie,Kenzie@google.com,8125033053,1984-04-09,samsung,games,Free,39.0,13
SMA N 47 Jakarta,02:41,Maya,Maya@google.com,8278100204,1982-11-14,xiaomi,science,Goes to School,40.0,3
Grand Metropolitan Mall,07:45,Paiman,Paiman@google.com,8152369997,1987-11-16,xiaomi,cooking,Free,35.0,8
Stuja Coffee,05:27,Kalim,Kalim@google.com,8095874093,1990-07-11,samsung,tech,Social,32.0,5
Foresthree Coffee,02:11,Ega,Ega@google.com,8918194667,1984-06-02,xiaomi,tech,Social,39.0,2
SMA N 27 Jakarta,17:10,Dasa,Dasa@google.com,8462281181,2003-12-19,samsung,tech,Goes to School,19.0,17
Coffee Toffee,03:01,Fathonah,Fathonah@google.com,8380350540,1984-02-21,oppo,sport,Social,39.0,3
SMA N 28 Jakarta,06:46,Vero,Vero@google.com,8675699010,1979-02-14,apple,cooking,Goes to School,44.0,7
SMA N 28 Jakarta,07:03,Talia,Talia@google.com,8758431676,1991-12-11,vivo,beauty,Goes to School,31.0,7
Tang City Mall,01:16,Rahmat,Rahmat@google.com,8458358681,1997-03-15,samsung,sport,Free,26.0,1
Foresthree Coffee,00:39,Chelsea,Chelsea@google.com,8551454787,1980-05-21,xiaomi,cooking,Social,43.0,1
Foresthree Coffee,16:15,Vero,Vero@google.com,8047685419,1977-12-13,xiaomi,cooking,Social,45.0,16
SMA N 47 Jakarta,20:04,Ajimin,Ajimin@google.com,8459437879,1992-09-10,samsung,science,Goes to School,30.0,20
SMA N 28 Jakarta,05:46,Labuh,Labuh@google.com,8204559358,1993-06-19,xiaomi,cooking,Goes to School,29.0,6
Jogja City Mall,02:50,Dasa,Dasa@google.com,8476579306,1993-08-18,xiaomi,art,Free,29.0,3
SMA N 27 Jakarta,00:00,Cengkir,Cengkir@google.com,8173665574,1963-02-16,oppo,entertainment,Goes to School,60.0,0
SMA N 47 Jakarta,19:57,Gabriella,Gabriella@google.com,8338718707,1976-05-05,apple,games,Goes to School,47.0,20
Jogja City Mall,14:22,Omar,Omar@google.com,8031437317,1974-01-01,samsung,tech,Free,49.0,14
Stuja Coffee,10:14,Agnes,Agnes@google.com,8431016994,2002-12-15,oppo,music,Social,20.0,10
Jogja City Mall,11:55,Safina,Safina@google.com,8190910150,1976-11-25,vivo,games,Free,46.0,12
Tang City Mall,11:48,Darmanto,Darmanto@google.com,8247102659,1972-01-19,vivo,games,Free,51.0,12
Grand Metropolitan Mall,03:04,Gaman,Gaman@google.com,8214039105,1976-02-09,samsung,games,Free,47.0,3
Grand Metropolitan Mall,21:17,Aisyah,Aisyah@google.com,8010507296,1984-12-11,apple,sport,Free,38.0,21
Tang City Mall,16:21,Dewi,Dewi@google.com,8430313700,1999-04-23,oppo,tech,Free,24.0,16
SMA N 27 Jakarta,15:06,Naradi,Naradi@google.com,8226310934,1966-05-12,vivo,entertainment,Goes to School,57.0,15
Foresthree Coffee,08:09,Raisa,Raisa@google.com,8989590293,1990-11-30,apple,science,Social,32.0,8
Grand Metropolitan Mall,05:31,Maryadi,Maryadi@google.com,8345705521,1982-08-13,xiaomi,tech,Free,40.0,6
Foresthree Coffee,13:24,Rendy,Rendy@google.com,8518900289,1967-09-21,samsung,sport,Social,55.0,13
Jogja City Mall,10:09,Ifa,Ifa@google.com,8995136452,1981-03-13,apple,science,Free,42.0,10
Coffee Toffee,21:20,Hadi,Hadi@google.com,8726795221,1987-08-14,vivo,music,Social,35.0,21
SMA N 28 Jakarta,11:27,Karja,Karja@google.com,8568845961,1978-12-03,oppo,sport,Goes to School,44.0,11
Jogja City Mall,21:53,Rina,Rina@google.com,8955374568,1963-04-08,oppo,art,Free,60.0,22
Stuja Coffee,05:58,Elvin,Elvin@google.com,8035592951,1978-04-10,apple,games,Social,45.0,6
Jogja City Mall,06:12,Simon,Simon@google.com,8396579853,1963-10-08,apple,tech,Free,59.0,6
SMA N 47 Jakarta,03:45,Garang,Garang@google.com,8409479587,1989-12-12,oppo,art,Goes to School,33.0,4
Stuja Coffee,05:54,Dadi,Dadi@google.com,8655651637,2004-03-28,vivo,beauty,Social,19.0,6
Coffee Toffee,18:24,Jais,Jais@google.com,8370136939,1994-04-25,xiaomi,sport,Social,29.0,18
Stuja Coffee,00:53,Mujur,Mujur@google.com,8509058090,1993-12-26,oppo,entertainment,Social,29.0,1
Jogja City Mall,14:25,Edi,Edi@google.com,8609341822,1995-01-26,xiaomi,beauty,Free,28.0,14
Jogja City Mall,04:29,Ina,Ina@google.com,8878666148,1974-12-02,apple,games,Free,48.0,4
SMA N 47 Jakarta,06:26,Darimin,Darimin@google.com,8672944666,1970-01-10,oppo,sport,Goes to School,53.0,6
Coffee Toffee,19:46,Pia,Pia@google.com,8629650994,1980-06-30,apple,entertainment,Social,42.0,20
Coffee Toffee,01:36,Irnanto,Irnanto@google.com,8619972516,1971-06-24,vivo,sport,Social,51.0,2
Stuja Coffee,23:23,Kanda,Kanda@google.com,8119155618,1966-04-11,vivo,games,Social,57.0,23
Grand Metropolitan Mall,12:42,Warsa,Warsa@google.com,8444916294,1968-10-19,samsung,music,Free,54.0,13
Coffee Toffee,10:02,Nurul,Nurul@google.com,8018323925,1975-03-02,xiaomi,science,Social,48.0,10
SMA N 47 Jakarta,20:09,Olga,Olga@google.com,8570279240,1969-12-08,samsung,beauty,Goes to School,53.0,20
Jogja City Mall,16:20,Sarah,Sarah@google.com,8507452990,1998-08-28,oppo,tech,Free,24.0,16
Tang City Mall,01:18,Marsudi,Marsudi@google.com,8313952827,2001-09-10,oppo,beauty,Free,21.0,1
Tang City Mall,03:02,Vega,Vega@google.com,8051065716,2004-02-02,xiaomi,sport,Free,19.0,3
Tang City Mall,00:39,Ajeng,Ajeng@google.com,8789564436,1966-12-01,samsung,cooking,Free,56.0,1
SMA N 47 Jakarta,05:17,Dagel,Dagel@google.com,8554532634,1991-05-26,vivo,sport,Goes to School,32.0,5
SMA N 28 Jakarta,07:18,Widya,Widya@google.com,8863613513,1986-03-17,samsung,art,Goes to School,37.0,7
Foresthree Coffee,20:35,Yuliana,Yuliana@google.com,8240832357,1971-09-19,vivo,entertainment,Social,51.0,21
Coffee Toffee,15:13,Embuh,Embuh@google.com,8244631880,1985-06-27,samsung,science,Social,37.0,15
SMA N 47 Jakarta,08:08,Adinata,Adinata@google.com,8817030198,1982-06-22,samsung,cooking,Goes to School,40.0,8
SMA N 28 Jakarta,03:09,Silvia,Silvia@google.com,8468394609,2002-01-04,vivo,art,Goes to School,21.0,3
Foresthree Coffee,19:25,Gatot,Gatot@google.com,8680942441,1962-09-16,samsung,beauty,Social,60.0,19
SMA N 28 Jakarta,21:17,Vinsen,Vinsen@google.com,8407050821,1985-05-09,samsung,tech,Goes to School,38.0,21
Stuja Coffee,17:42,Ega,Ega@google.com,8886950089,1976-01-16,apple,beauty,Social,47.0,18
Grand Metropolitan Mall,13:15,Candrakanta,Candrakanta@google.com,8267668303,1988-02-02,samsung,beauty,Free,35.0,13
Stuja Coffee,12:02,Vera,Vera@google.com,8425941612,2003-04-15,oppo,entertainment,Social,20.0,12
Grand Metropolitan Mall,23:03,Eka,Eka@google.com,8271147805,1974-11-06,vivo,music,Free,48.0,23
Stuja Coffee,12:10,Sari,Sari@google.com,8062889680,1962-06-06,samsung,beauty,Social,61.0,12
Jogja City Mall,12:17,Kania,Kania@google.com,8471112519,1986-11-30,oppo,science,Free,36.0,12
SMA N 47 Jakarta,04:05,Ganjaran,Ganjaran@google.com,8210597710,1992-08-30,xiaomi,sport,Goes to School,30.0,4
Tang City Mall,00:52,Carla,Carla@google.com,8324841196,1994-10-24,apple,tech,Free,28.0,1
Tang City Mall,01:58,Rahmi,Rahmi@google.com,8389303034,1986-05-11,oppo,music,Free,37.0,2
SMA N 28 Jakarta,20:08,Ana,Ana@google.com,8575184498,1968-02-02,samsung,cooking,Goes to School,55.0,20
Stuja Coffee,09:59,Patricia,Patricia@google.com,8572707217,1973-09-04,oppo,art,Social,49.0,10
SMA N 47 Jakarta,15:06,Warta,Warta@google.com,8421334676,2005-03-02,samsung,tech,Goes to School,18.0,15
Tang City Mall,03:48,Zizi,Zizi@google.com,8437782710,1970-05-28,xiaomi,cooking,Free,53.0,4
SMA N 27 Jakarta,00:38,Daru,Daru@google.com,8733142204,1993-02-03,vivo,music,Goes to School,30.0,1
Coffee Toffee,16:15,Cayadi,Cayadi@google.com,8666241798,1984-11-25,apple,entertainment,Social,38.0,16
Coffee Toffee,18:53,Tomi,Tomi@google.com,8753483581,1975-07-10,oppo,art,Social,47.0,19
Stuja Coffee,23:00,Dartono,Dartono@google.com,8944626230,1963-11-15,apple,science,Social,59.0,23
SMA N 28 Jakarta,22:57,Cecep,Cecep@google.com,8755462428,1990-05-24,samsung,beauty,Goes to School,33.0,23
SMA N 47 Jakarta,10:14,Nurul,Nurul@google.com,8815047620,2002-09-04,vivo,beauty,Goes to School,20.0,10
Tang City Mall,16:51,Jamal,Jamal@google.com,8130736041,1980-04-24,vivo,entertainment,Free,43.0,17
SMA N 28 Jakarta,23:38,Gamani,Gamani@google.com,8832561561,1964-03-26,samsung,music,Goes to School,59.0,0
SMA N 27 Jakarta,23:29,Maria,Maria@google.com,8810604931,2007-06-12,vivo,cooking,Goes to School,16.0,23
Foresthree Coffee,00:27,Gandi,Gandi@google.com,8307602616,1981-09-06,xiaomi,games,Social,41.0,0
Jogja City Mall,07:46,Vino,Vino@google.com,8156808518,2006-10-18,oppo,games,Free,16.0,8
Jogja City Mall,02:09,Hartaka,Hartaka@google.com,8265297764,1971-11-26,xiaomi,music,Free,51.0,2
Foresthree Coffee,01:51,Warji,Warji@google.com,8826147978,1988-09-07,samsung,music,Social,34.0,2
SMA N 28 Jakarta,13:42,Jagapati,Jagapati@google.com,8861021133,2001-12-03,xiaomi,entertainment,Goes to School,21.0,14
SMA N 27 Jakarta,22:15,Lanjar,Lanjar@google.com,8505541102,1984-01-13,vivo,beauty,Goes to School,39.0,22
Jogja City Mall,14:13,Erik,Erik@google.com,8957689603,1990-06-30,apple,entertainment,Free,32.0,14
SMA N 47 Jakarta,20:04,Narji,Narji@google.com,8463136596,1984-12-08,xiaomi,games,Goes to School,38.0,20
Coffee Toffee,16:40,Karman,Karman@google.com,8594255215,2002-07-08,vivo,beauty,Social,20.0,17
SMA N 28 Jakarta,00:56,Naradi,Naradi@google.com,8596331483,1979-10-14,vivo,tech,Goes to School,43.0,1
SMA N 27 Jakarta,02:50,Aris,Aris@google.com,8788628910,1975-09-25,vivo,cooking,Goes to School,47.0,3
Grand Metropolitan Mall,19:12,Umay,Umay@google.com,8047183351,2004-08-02,oppo,entertainment,Free,18.0,19
Tang City Mall,12:13,Edison,Edison@google.com,8666940890,1976-10-14,xiaomi,cooking,Free,46.0,12
SMA N 27 Jakarta,22:51,Bahuwirya,Bahuwirya@google.com,8209027343,2003-05-06,samsung,tech,Goes to School,20.0,23
Stuja Coffee,07:44,Salman,Salman@google.com,8369928776,1962-04-01,oppo,beauty,Social,61.0,8
Jogja City Mall,05:27,Tira,Tira@google.com,8992845936,1982-09-21,vivo,games,Free,40.0,5
Foresthree Coffee,01:08,Raina,Raina@google.com,8041099949,1991-08-05,vivo,science,Social,31.0,1
SMA N 47 Jakarta,07:11,Raditya,Raditya@google.com,8197502573,1973-11-08,oppo,games,Goes to School,49.0,7
SMA N 27 Jakarta,01:29,Najam,Najam@google.com,8153426097,1976-05-24,samsung,art,Goes to School,47.0,1
Stuja Coffee,22:06,Leo,Leo@google.com,8980237749,1991-12-30,oppo,music,Social,31.0,22
Stuja Coffee,15:17,Cakrabirawa,Cakrabirawa@google.com,8344500570,1976-02-15,samsung,beauty,Social,47.0,15
Jogja City Mall,01:09,Ade,Ade@google.com,8284974549,1986-01-09,apple,games,Free,37.0,1
Foresthree Coffee,21:29,Gaiman,Gaiman@google.com,8502090913,2005-05-08,samsung,cooking,Social,18.0,21
Coffee Toffee,20:41,Bahuraksa,Bahuraksa@google.com,8181283383,1993-07-27,xiaomi,beauty,Social,29.0,21
Grand Metropolitan Mall,06:31,Ade,Ade@google.com,8841240196,2002-10-30,xiaomi,games,Free,20.0,7
SMA N 28 Jakarta,07:47,Harjaya,Harjaya@google.com,8618961167,1966-09-17,vivo,games,Goes to School,56.0,8
SMA N 27 Jakarta,12:15,Soleh,Soleh@google.com,8817430836,2000-10-18,samsung,art,Goes to School,22.0,12
SMA N 28 Jakarta,09:48,Jaya,Jaya@google.com,8526052644,1994-09-10,oppo,sport,Goes to School,28.0,10
SMA N 28 Jakarta,05:18,Tami,Tami@google.com,8365525911,1981-07-29,oppo,entertainment,Goes to School,41.0,5
SMA N 28 Jakarta,23:05,Ajiono,Ajiono@google.com,8369522804,2004-04-07,vivo,science,Goes to School,19.0,23
Stuja Coffee,22:16,Mahmud,Mahmud@google.com,8731724809,1992-08-22,vivo,sport,Social,30.0,22
Tang City Mall,08:09,Parman,Parman@google.com,8616905892,2000-09-01,xiaomi,science,Free,22.0,8
SMA N 28 Jakarta,19:09,Irnanto,Irnanto@google.com,8486362816,2001-04-26,vivo,beauty,Goes to School,22.0,19
SMA N 28 Jakarta,01:16,Raditya,Raditya@google.com,8513825201,2007-05-29,oppo,entertainment,Goes to School,16.0,1
Tang City Mall,18:23,Vanesa,Vanesa@google.com,8928739553,1972-12-25,vivo,sport,Free,50.0,18
Foresthree Coffee,18:43,Salwa,Salwa@google.com,8501504002,1982-07-18,vivo,beauty,Social,40.0,19
Foresthree Coffee,23:11,Jinawi,Jinawi@google.com,8174169950,1973-10-21,oppo,games,Social,49.0,23
Coffee Toffee,08:56,Dagel,Dagel@google.com,8972293982,1994-02-05,samsung,games,Social,29.0,9
Stuja Coffee,05:53,Darmanto,Darmanto@google.com,8650437000,1993-08-23,apple,tech,Social,29.0,6
SMA N 47 Jakarta,19:35,Gaiman,Gaiman@google.com,8158923253,2006-02-01,samsung,beauty,Goes to School,17.0,20
SMA N 28 Jakarta,20:36,Ajeng,Ajeng@google.com,8522395555,2002-11-01,vivo,tech,Goes to School,20.0,21
SMA N 47 Jakarta,20:03,Tri,Tri@google.com,8668250557,1970-11-27,vivo,art,Goes to School,52.0,20
Jogja City Mall,10:07,Satya,Satya@google.com,8266776199,1962-04-27,oppo,sport,Free,61.0,10
SMA N 28 Jakarta,19:46,Yuni,Yuni@google.com,8849318864,1980-01-28,vivo,entertainment,Goes to School,43.0,20
SMA N 47 Jakarta,18:11,Gadang,Gadang@google.com,8780301240,1980-09-28,samsung,music,Goes to School,42.0,18
SMA N 47 Jakarta,14:16,Rahmat,Rahmat@google.com,8017716693,1968-03-18,apple,entertainment,Goes to School,55.0,14
